BUS,YEAR,MONTH,Weekday,Saturday,Sunday - Holiday,Sum,DATE
103,1999,1,3640.0,1337.0,944.0,5921,1999-01-01
103,1999,10,4281.0,1975.0,1221.0,7477,1999-10-01
103,1999,11,3746.0,1686.0,1187.0,6619,1999-11-01
103,1999,12,3431.0,1924.0,1074.0,6429,1999-12-01
103,1999,2,4342.0,1559.0,1238.0,7139,1999-02-01
103,1999,3,4257.0,1679.0,1480.0,7416,1999-03-01
103,1999,4,4029.0,1861.0,1229.0,7119,1999-04-01
103,1999,5,4296.0,1667.0,1354.0,7317,1999-05-01
103,1999,6,3592.0,1546.0,1189.0,6327,1999-06-01
103,1999,7,3413.0,1826.0,1115.0,6354,1999-07-01
103,1999,8,3563.0,1796.0,1289.0,6648,1999-08-01
103,1999,9,4327.0,2098.0,1272.0,7697,1999-09-01
103,2000,1,4032.0,1634.0,1035.0,6701,2000-01-01
103,2000,10,4086.0,1729.0,1225.0,7040,2000-10-01
103,2000,11,3773.0,1588.0,1262.0,6623,2000-11-01
103,2000,12,3420.0,1461.0,989.0,5870,2000-12-01
103,2000,2,4299.0,1819.0,980.0,7098,2000-02-01
103,2000,3,4106.0,1672.0,1118.0,6896,2000-03-01
103,2000,4,3765.0,1779.0,1199.0,6743,2000-04-01
103,2000,5,4013.0,1769.0,1190.0,6972,2000-05-01
103,2000,6,3493.0,1625.0,1278.0,6396,2000-06-01
103,2000,7,3333.0,1678.0,1295.0,6306,2000-07-01
103,2000,8,3307.0,1686.0,1308.0,6301,2000-08-01
103,2000,9,4181.0,1655.0,1285.0,7121,2000-09-01
103,2001,1,3705.0,1565.0,1071.0,6341,2001-01-01
103,2001,10,4029.0,1504.0,1214.0,6747,2001-10-01
103,2001,11,3942.0,1808.0,1156.0,6906,2001-11-01
103,2001,12,3714.0,1592.0,1049.0,6355,2001-12-01
103,2001,2,3852.0,1458.0,1156.0,6466,2001-02-01
103,2001,3,3883.0,1681.0,1196.0,6760,2001-03-01
103,2001,4,3412.0,1936.0,1171.0,6519,2001-04-01
103,2001,5,3877.0,1752.0,1134.0,6763,2001-05-01
103,2001,6,3570.0,1676.0,1307.0,6553,2001-06-01
103,2001,7,3551.0,1607.0,1366.0,6524,2001-07-01
103,2001,8,3413.0,1554.0,1161.0,6128,2001-08-01
103,2001,9,4255.0,1710.0,1195.0,7160,2001-09-01
103,2002,1,3689.0,1550.0,1094.0,6333,2002-01-01
103,2002,10,4240.0,1567.0,1251.0,7058,2002-10-01
103,2002,11,3876.0,1714.0,969.0,6559,2002-11-01
103,2002,12,3584.0,1600.0,1063.0,6247,2002-12-01
103,2002,2,3832.0,1953.0,1100.0,6885,2002-02-01
103,2002,3,3868.0,1514.0,1046.0,6428,2002-03-01
103,2002,4,3603.0,1442.0,1103.0,6148,2002-04-01
103,2002,5,3891.0,1575.0,1085.0,6551,2002-05-01
103,2002,6,3477.0,1738.0,1158.0,6373,2002-06-01
103,2002,7,3308.0,1482.0,1255.0,6045,2002-07-01
103,2002,8,3147.0,1731.0,1248.0,6126,2002-08-01
103,2002,9,4258.0,1611.0,1334.0,7203,2002-09-01
103,2003,1,3762.0,1560.0,1022.0,6344,2003-01-01
103,2003,10,3924.0,1502.0,1021.0,6447,2003-10-01
103,2003,11,3702.0,1537.0,1033.0,6272,2003-11-01
103,2003,12,3458.0,1477.0,1058.0,5993,2003-12-01
103,2003,2,3700.0,1768.0,1155.0,6623,2003-02-01
103,2003,3,3779.0,1584.0,1365.0,6728,2003-03-01
103,2003,4,3699.0,1567.0,1062.0,6328,2003-04-01
103,2003,5,4084.0,1603.0,1156.0,6843,2003-05-01
103,2003,6,3475.0,1450.0,1106.0,6031,2003-06-01
103,2003,7,2770.0,1382.0,1066.0,5218,2003-07-01
103,2003,8,2648.0,1481.0,1021.0,5150,2003-08-01
103,2003,9,4105.0,1425.0,998.0,6528,2003-09-01
103,2004,1,3531.0,1583.0,1097.0,6211,2004-01-01
103,2004,10,4617.0,1878.0,1130.0,7625,2004-10-01
103,2004,11,4248.0,1743.0,1104.0,7095,2004-11-01
103,2004,12,3446.0,1871.0,883.0,6200,2004-12-01
103,2004,2,3726.0,1500.0,998.0,6224,2004-02-01
103,2004,3,3755.0,1596.0,1066.0,6417,2004-03-01
103,2004,4,3391.0,1568.0,982.0,5941,2004-04-01
103,2004,5,4146.0,1563.0,1216.0,6925,2004-05-01
103,2004,6,3529.0,1637.0,1074.0,6240,2004-06-01
103,2004,7,3032.0,1557.0,988.0,5577,2004-07-01
103,2004,8,2802.0,1609.0,960.0,5371,2004-08-01
103,2004,9,4943.0,1739.0,1265.0,7947,2004-09-01
103,2005,1,3901.0,1308.0,1033.0,6242,2005-01-01
103,2005,10,4435.0,1842.0,1139.0,7416,2005-10-01
103,2005,11,3896.0,1716.0,943.0,6555,2005-11-01
103,2005,12,3572.0,1679.0,933.0,6184,2005-12-01
103,2005,2,4240.0,2314.0,1000.0,7554,2005-02-01
103,2005,3,3638.0,2112.0,1080.0,6830,2005-03-01
103,2005,4,3973.0,1935.0,1082.0,6990,2005-04-01
103,2005,5,4149.0,1751.0,1165.0,7065,2005-05-01
103,2005,6,3369.0,1761.0,1159.0,6289,2005-06-01
103,2005,7,3116.0,1714.0,1254.0,6084,2005-07-01
103,2005,8,3242.0,1743.0,1191.0,6176,2005-08-01
103,2005,9,4346.0,1869.0,1206.0,7421,2005-09-01
103,2006,1,3709.0,1650.0,862.0,6221,2006-01-01
103,2006,10,3866.0,1603.0,1072.0,6541,2006-10-01
103,2006,11,3631.0,1540.0,883.0,6054,2006-11-01
103,2006,12,3438.0,1740.0,776.0,5954,2006-12-01
103,2006,2,4142.0,1779.0,912.0,6833,2006-02-01
103,2006,3,4200.0,1754.0,1033.0,6987,2006-03-01
103,2006,4,3638.0,1793.0,975.0,6406,2006-04-01
103,2006,5,4197.0,1662.0,1248.0,7107,2006-05-01
103,2006,6,3324.0,1753.0,1155.0,6232,2006-06-01
103,2006,7,2765.0,1829.0,1224.0,5818,2006-07-01
103,2006,8,2843.0,1868.0,1074.0,5785,2006-08-01
103,2006,9,4026.0,1555.0,971.0,6552,2006-09-01
103,2007,1,3416.0,1296.0,875.0,5587,2007-01-01
103,2007,10,3897.0,2033.0,1205.0,7135,2007-10-01
103,2007,11,3479.0,1935.0,1120.0,6534,2007-11-01
103,2007,12,3315.0,1776.0,938.0,6029,2007-12-01
103,2007,2,3584.0,1181.0,915.0,5680,2007-02-01
103,2007,3,3796.0,1516.0,1010.0,6322,2007-03-01
103,2007,4,3323.0,1980.0,1311.0,6614,2007-04-01
103,2007,5,3658.0,2005.0,1060.0,6723,2007-05-01
103,2007,6,3028.0,1871.0,1222.0,6121,2007-06-01
103,2007,7,2949.0,1692.0,1309.0,5950,2007-07-01
103,2007,8,2866.0,1877.0,992.0,5735,2007-08-01
103,2007,9,3944.0,2031.0,1412.0,7387,2007-09-01
103,2008,1,3394.0,1564.0,1110.0,6068,2008-01-01
103,2008,10,4377.0,2165.0,1298.0,7840,2008-10-01
103,2008,11,3998.0,1955.0,1169.0,7122,2008-11-01
103,2008,12,3387.0,1760.0,963.0,6110,2008-12-01
103,2008,2,3494.0,1817.0,1035.0,6346,2008-02-01
103,2008,3,3508.0,1760.0,1198.0,6466,2008-03-01
103,2008,4,3922.0,1837.0,1179.0,6938,2008-04-01
103,2008,5,4097.0,1991.0,1098.0,7186,2008-05-01
103,2008,6,3479.0,1947.0,1313.0,6739,2008-06-01
103,2008,7,3389.0,1929.0,1474.0,6792,2008-07-01
103,2008,8,3233.0,2199.0,1306.0,6738,2008-08-01
103,2008,9,4520.0,2197.0,1292.0,8009,2008-09-01
103,2009,1,3731.0,1812.0,1062.0,6605,2009-01-01
103,2009,10,3988.0,1734.0,1395.0,7117,2009-10-01
103,2009,11,3932.0,1798.0,1340.0,7070,2009-11-01
103,2009,12,3334.0,1567.0,1196.0,6097,2009-12-01
103,2009,2,3999.0,2062.0,1394.0,7455,2009-02-01
103,2009,3,4038.0,1875.0,1444.0,7357,2009-03-01
103,2009,4,3639.0,1806.0,1180.0,6625,2009-04-01
103,2009,5,3979.0,1949.0,1310.0,7238,2009-05-01
103,2009,6,3304.0,1804.0,1410.0,6518,2009-06-01
103,2009,7,3263.0,1753.0,1587.0,6603,2009-07-01
103,2009,8,3063.0,2010.0,1323.0,6396,2009-08-01
103,2009,9,4165.0,1900.0,1477.0,7542,2009-09-01
103,2010,1,3820.0,1727.0,1240.0,6787,2010-01-01
103,2010,10,3691.0,1945.0,1453.0,7089,2010-10-01
103,2010,11,3483.0,1832.0,1373.0,6688,2010-11-01
103,2010,12,2765.0,1565.0,925.0,5255,2010-12-01
103,2010,2,3727.0,1808.0,1291.0,6826,2010-02-01
103,2010,3,3628.0,1775.0,1177.0,6580,2010-03-01
103,2010,4,3451.0,1872.0,1272.0,6595,2010-04-01
103,2010,5,3670.0,2053.0,1282.0,7005,2010-05-01
103,2010,6,3267.0,1838.0,1398.0,6503,2010-06-01
103,2010,7,3032.0,1938.0,1408.0,6378,2010-07-01
103,2010,8,3095.0,2110.0,1531.0,6736,2010-08-01
103,2010,9,3861.0,1913.0,1555.0,7329,2010-09-01
103,2011,1,3455.0,1575.0,1328.0,6358,2011-01-01
103,2011,10,3919.0,2053.0,1482.0,7454,2011-10-01
103,2011,11,3642.0,2038.0,1459.0,7139,2011-11-01
103,2011,12,3409.0,1797.0,1424.0,6630,2011-12-01
103,2011,2,3365.0,1855.0,1355.0,6575,2011-02-01
103,2011,3,3666.0,1792.0,1315.0,6773,2011-03-01
103,2011,4,3337.0,1900.0,1455.0,6692,2011-04-01
103,2011,5,3586.0,1659.0,1431.0,6676,2011-05-01
103,2011,6,3190.0,1873.0,1564.0,6627,2011-06-01
103,2011,7,2945.0,1895.0,1497.0,6337,2011-07-01
103,2011,8,3125.0,1863.0,1534.0,6522,2011-08-01
103,2011,9,3991.0,2010.0,1571.0,7572,2011-09-01
103,2012,1,3550.0,1702.0,1302.0,6554,2012-01-01
103,2012,10,3920.0,1830.0,1430.0,7180,2012-10-01
103,2012,11,3629.0,1788.0,1442.0,6859,2012-11-01
103,2012,12,3065.0,1628.0,1188.0,5881,2012-12-01
103,2012,2,3751.0,1873.0,1501.0,7125,2012-02-01
103,2012,3,3774.0,1882.0,1655.0,7311,2012-03-01
103,2012,4,3384.0,1846.0,1449.0,6679,2012-04-01
103,2012,5,3724.0,1865.0,1431.0,7020,2012-05-01
103,2012,6,3262.0,1935.0,1520.0,6717,2012-06-01
103,2012,7,2989.0,1631.0,1515.0,6135,2012-07-01
103,2012,8,3058.0,1892.0,1502.0,6452,2012-08-01
103,2012,9,3680.0,1906.0,1565.0,7151,2012-09-01
103,2013,1,3222.0,1587.0,1092.0,5901,2013-01-01
103,2013,10,3106.0,1433.0,1114.0,5653,2013-10-01
103,2013,11,2919.0,1431.0,1029.0,5379,2013-11-01
103,2013,12,2560.0,1291.0,951.0,4802,2013-12-01
103,2013,2,3306.0,1641.0,1075.0,6022,2013-02-01
103,2013,3,3191.0,1661.0,1085.0,5937,2013-03-01
103,2013,4,3269.0,1561.0,1169.0,5999,2013-04-01
103,2013,5,3102.0,1517.0,1106.0,5725,2013-05-01
103,2013,6,2602.0,1443.0,1091.0,5136,2013-06-01
103,2013,7,2379.0,1397.0,1172.0,4948,2013-07-01
103,2013,8,2410.0,1367.0,1147.0,4924,2013-08-01
103,2013,9,3297.0,1356.0,1139.0,5792,2013-09-01
103,2014,1,2354.0,1227.0,978.0,4559,2014-01-01
103,2014,10,3143.0,1487.0,1275.0,5905,2014-10-01
103,2014,11,2819.0,1442.0,1139.0,5400,2014-11-01
103,2014,12,2694.0,1421.0,1091.0,5206,2014-12-01
103,2014,2,2910.0,1438.0,1174.0,5522,2014-02-01
103,2014,3,3104.0,1477.0,1173.0,5754,2014-03-01
103,2014,4,2671.0,1409.0,1194.0,5274,2014-04-01
103,2014,5,2695.0,1453.0,1056.0,5204,2014-05-01
103,2014,6,2248.0,1280.0,1198.0,4726,2014-06-01
103,2014,7,2164.0,1144.0,1140.0,4448,2014-07-01
103,2014,8,2206.0,1382.0,1136.0,4724,2014-08-01
103,2014,9,3101.0,1469.0,1220.0,5790,2014-09-01
103,2015,1,2691.0,1243.0,1032.0,4966,2015-01-01
103,2015,10,2952.0,1539.0,1187.0,5678,2015-10-01
103,2015,11,2759.0,1326.0,1101.0,5186,2015-11-01
103,2015,12,2489.0,1356.0,1071.0,4916,2015-12-01
103,2015,2,2846.0,1404.0,1014.0,5264,2015-02-01
103,2015,3,3057.0,1398.0,1132.0,5587,2015-03-01
103,2015,4,2765.0,1390.0,1188.0,5343,2015-04-01
103,2015,5,2971.0,1413.0,1114.0,5498,2015-05-01
103,2015,6,2638.0,1418.0,1203.0,5259,2015-06-01
103,2015,7,2509.0,1382.0,1252.0,5143,2015-07-01
103,2015,8,2350.0,1415.0,1143.0,4908,2015-08-01
103,2015,9,2882.0,1465.0,1236.0,5583,2015-09-01
103,2016,1,2604.0,1305.0,969.0,4878,2016-01-01
103,2016,10,2789.0,1396.0,1050.0,5235,2016-10-01
103,2016,11,2610.0,1378.0,986.0,4974,2016-11-01
103,2016,12,2247.0,1177.0,864.0,4288,2016-12-01
103,2016,2,2697.0,1402.0,1096.0,5195,2016-02-01
103,2016,3,2688.0,1433.0,1035.0,5156,2016-03-01
103,2016,4,2491.0,1359.0,1068.0,4918,2016-04-01
103,2016,5,2586.0,1335.0,1058.0,4979,2016-05-01
103,2016,6,2321.0,1304.0,1115.0,4740,2016-06-01
103,2016,7,2128.0,1222.0,1052.0,4402,2016-07-01
103,2016,8,2049.0,1111.0,1040.0,4200,2016-08-01
103,2016,9,2757.0,1397.0,1073.0,5227,2016-09-01
103,2017,1,2259.0,1167.0,902.0,4328,2017-01-01
103,2017,10,2401.0,1182.0,948.0,4531,2017-10-01
103,2017,11,2182.0,1100.0,846.0,4128,2017-11-01
103,2017,12,1979.0,1116.0,809.0,3904,2017-12-01
103,2017,2,2513.0,1286.0,992.0,4791,2017-02-01
103,2017,3,2447.0,1168.0,989.0,4604,2017-03-01
103,2017,4,2283.0,1248.0,936.0,4467,2017-04-01
103,2017,5,2457.0,1257.0,1017.0,4731,2017-05-01
103,2017,6,2072.0,1295.0,1013.0,4380,2017-06-01
103,2017,7,1770.0,1181.0,1009.0,3960,2017-07-01
103,2017,8,1871.0,1249.0,985.0,4105,2017-08-01
103,2017,9,2524.0,1279.0,1012.0,4815,2017-09-01
103,2018,1,1993.0,1015.0,780.0,3788,2018-01-01
103,2018,10,2262.0,1148.0,911.0,4321,2018-10-01
103,2018,11,2044.0,1098.0,820.0,3962,2018-11-01
103,2018,12,1944.0,1065.0,838.0,3847,2018-12-01
103,2018,2,2073.0,1047.0,873.0,3993,2018-02-01
103,2018,3,1780.0,875.0,734.0,3389,2018-03-01
103,2018,4,1828.0,944.0,699.0,3471,2018-04-01
103,2018,5,1983.0,1066.0,786.0,3835,2018-05-01
103,2018,6,1728.0,1026.0,826.0,3580,2018-06-01
103,2018,7,1811.0,1095.0,884.0,3790,2018-07-01
103,2018,8,1758.0,1146.0,914.0,3818,2018-08-01
103,2018,9,2251.0,1114.0,918.0,4283,2018-09-01
103,2019,1,1661.0,881.0,727.0,3269,2019-01-01
103,2019,10,2016.0,1087.0,919.0,4022,2019-10-01
103,2019,11,1960.0,1122.0,837.0,3919,2019-11-01
103,2019,12,1806.0,1058.0,783.0,3647,2019-12-01
103,2019,2,1976.0,1046.0,774.0,3796,2019-02-01
103,2019,3,1935.0,1041.0,795.0,3771,2019-03-01
103,2019,4,1836.0,1080.0,751.0,3667,2019-04-01
103,2019,5,1986.0,1067.0,740.0,3793,2019-05-01
103,2019,6,1929.0,1158.0,921.0,4008,2019-06-01
103,2019,7,1876.0,1094.0,930.0,3900,2019-07-01
103,2019,8,1766.0,1190.0,830.0,3786,2019-08-01
103,2019,9,2192.0,1259.0,922.0,4373,2019-09-01
103,2020,1,1906.0,924.0,736.0,3566,2020-01-01
103,2020,10,858.0,654.0,496.0,2008,2020-10-01
103,2020,11,824.0,547.0,435.0,1806,2020-11-01
103,2020,12,760.0,480.0,398.0,1638,2020-12-01
103,2020,2,1977.0,1011.0,816.0,3804,2020-02-01
103,2020,3,1367.0,749.0,636.0,2752,2020-03-01
103,2020,4,577.0,347.0,292.0,1216,2020-04-01
103,2020,5,682.0,616.0,336.0,1634,2020-05-01
103,2020,6,770.0,687.0,522.0,1979,2020-06-01
103,2020,7,846.0,589.0,526.0,1961,2020-07-01
103,2020,8,854.0,617.0,524.0,1995,2020-08-01
103,2020,9,882.0,602.0,529.0,2013,2020-09-01
103,2021,1,741.0,538.0,389.0,1668,2021-01-01
103,2021,10,1104.0,635.0,388.0,2127,2021-10-01
103,2021,11,1046.0,572.0,367.0,1985,2021-11-01
103,2021,12,938.0,470.0,428.0,1836,2021-12-01
103,2021,2,686.0,446.0,282.0,1414,2021-02-01
103,2021,3,789.0,546.0,416.0,1751,2021-03-01
103,2021,4,810.0,528.0,406.0,1744,2021-04-01
103,2021,5,863.0,576.0,399.0,1838,2021-05-01
103,2021,6,841.0,561.0,421.0,1823,2021-06-01
103,2021,7,885.0,546.0,419.0,1850,2021-07-01
103,2021,8,889.0,596.0,468.0,1953,2021-08-01
103,2021,9,1128.0,566.0,447.0,2141,2021-09-01
103,2022,1,759.0,402.0,282.0,1443,2022-01-01
103,2022,10,1202.0,642.0,494.0,2338,2022-10-01
103,2022,11,1111.0,524.0,366.0,2001,2022-11-01
103,2022,12,998.0,485.0,340.0,1823,2022-12-01
103,2022,2,982.0,476.0,404.0,1862,2022-02-01
103,2022,3,1075.0,509.0,333.0,1917,2022-03-01
103,2022,4,1008.0,513.0,486.0,2007,2022-04-01
103,2022,5,1046.0,555.0,474.0,2075,2022-05-01
103,2022,6,947.0,602.0,452.0,2001,2022-06-01
103,2022,7,956.0,639.0,495.0,2090,2022-07-01
103,2022,8,1024.0,608.0,454.0,2086,2022-08-01
103,2022,9,1251.0,616.0,450.0,2317,2022-09-01
103,2023,1,1061.0,576.0,402.0,2039,2023-01-01
103,2023,10,1533.0,790.0,655.0,2978,2023-10-01
103,2023,11,1378.0,642.0,546.0,2566,2023-11-01
103,2023,12,1264.0,678.0,570.0,2512,2023-12-01
103,2023,2,1136.0,688.0,492.0,2316,2023-02-01
103,2023,3,1168.0,601.0,427.0,2196,2023-03-01
103,2023,4,1153.0,642.0,440.0,2235,2023-04-01
103,2023,5,1278.0,715.0,472.0,2465,2023-05-01
103,2023,6,1096.0,751.0,573.0,2420,2023-06-01
103,2023,7,1135.0,620.0,484.0,2239,2023-07-01
103,2023,8,1199.0,664.0,589.0,2452,2023-08-01
103,2023,9,1500.0,794.0,582.0,2876,2023-09-01
103,2024,1,1161.0,726.0,516.0,2403,2024-01-01
103,2024,10,1644.0,812.0,674.0,3130,2024-10-01
103,2024,11,1518.0,709.0,584.0,2811,2024-11-01
103,2024,2,1647.0,1135.0,865.0,3647,2024-02-01
103,2024,3,1428.0,785.0,661.0,2874,2024-03-01
103,2024,4,1484.0,835.0,674.0,2993,2024-04-01
103,2024,5,1462.0,923.0,679.0,3064,2024-05-01
103,2024,6,1248.0,1133.0,728.0,3109,2024-06-01
103,2024,7,1327.0,1363.0,1472.0,4162,2024-07-01
103,2024,8,1333.0,782.0,724.0,2839,2024-08-01
103,2024,9,1645.0,781.0,681.0,3107,2024-09-01
106,1999,1,2312.0,898.0,222.0,3432,1999-01-01
106,1999,10,3483.0,801.0,430.0,4714,1999-10-01
106,1999,11,2916.0,693.0,432.0,4041,1999-11-01
106,1999,12,2318.0,696.0,431.0,3445,1999-12-01
106,1999,2,3107.0,813.0,375.0,4295,1999-02-01
106,1999,3,2812.0,875.0,429.0,4116,1999-03-01
106,1999,4,2943.0,806.0,521.0,4270,1999-04-01
106,1999,5,2718.0,751.0,412.0,3881,1999-05-01
106,1999,6,2138.0,717.0,444.0,3299,1999-06-01
106,1999,7,2042.0,607.0,216.0,2865,1999-07-01
106,1999,8,2416.0,659.0,354.0,3429,1999-08-01
106,1999,9,3729.0,773.0,521.0,5023,1999-09-01
106,2000,1,2799.0,738.0,409.0,3946,2000-01-01
106,2000,10,2934.0,773.0,368.0,4075,2000-10-01
106,2000,11,2554.0,608.0,380.0,3542,2000-11-01
106,2000,12,2148.0,583.0,381.0,3112,2000-12-01
106,2000,2,3445.0,699.0,453.0,4597,2000-02-01
106,2000,3,3132.0,695.0,406.0,4233,2000-03-01
106,2000,4,2452.0,749.0,317.0,3518,2000-04-01
106,2000,5,2667.0,626.0,226.0,3519,2000-05-01
106,2000,6,2356.0,829.0,237.0,3422,2000-06-01
106,2000,7,2119.0,612.0,310.0,3041,2000-07-01
106,2000,8,2107.0,634.0,293.0,3034,2000-08-01
106,2000,9,2900.0,930.0,384.0,4214,2000-09-01
106,2001,1,2318.0,570.0,398.0,3286,2001-01-01
106,2001,10,2727.0,795.0,612.0,4134,2001-10-01
106,2001,11,2863.0,695.0,422.0,3980,2001-11-01
106,2001,12,2248.0,564.0,456.0,3268,2001-12-01
106,2001,2,2663.0,611.0,488.0,3762,2001-02-01
106,2001,3,2358.0,799.0,463.0,3620,2001-03-01
106,2001,4,2143.0,633.0,480.0,3256,2001-04-01
106,2001,5,2176.0,609.0,421.0,3206,2001-05-01
106,2001,6,1822.0,761.0,366.0,2949,2001-06-01
106,2001,7,2033.0,493.0,562.0,3088,2001-07-01
106,2001,8,1709.0,496.0,295.0,2500,2001-08-01
106,2001,9,2890.0,756.0,482.0,4128,2001-09-01
106,2002,1,2669.0,644.0,295.0,3608,2002-01-01
106,2002,10,3216.0,799.0,312.0,4327,2002-10-01
106,2002,11,2734.0,736.0,406.0,3876,2002-11-01
106,2002,12,2455.0,617.0,339.0,3411,2002-12-01
106,2002,2,2822.0,743.0,543.0,4108,2002-02-01
106,2002,3,2447.0,671.0,416.0,3534,2002-03-01
106,2002,4,2402.0,622.0,316.0,3340,2002-04-01
106,2002,5,2416.0,520.0,295.0,3231,2002-05-01
106,2002,6,2191.0,627.0,550.0,3368,2002-06-01
106,2002,7,1922.0,574.0,325.0,2821,2002-07-01
106,2002,8,1772.0,637.0,297.0,2706,2002-08-01
106,2002,9,3140.0,858.0,350.0,4348,2002-09-01
106,2003,1,2588.0,413.0,209.0,3210,2003-01-01
106,2003,10,2362.0,525.0,297.0,3184,2003-10-01
106,2003,11,2131.0,470.0,263.0,2864,2003-11-01
106,2003,12,1688.0,437.0,277.0,2402,2003-12-01
106,2003,2,2588.0,668.0,185.0,3441,2003-02-01
106,2003,3,2686.0,723.0,296.0,3705,2003-03-01
106,2003,4,2502.0,670.0,405.0,3577,2003-04-01
106,2003,5,2427.0,664.0,381.0,3472,2003-05-01
106,2003,6,1945.0,573.0,550.0,3068,2003-06-01
106,2003,7,1807.0,532.0,286.0,2625,2003-07-01
106,2003,8,1450.0,594.0,311.0,2355,2003-08-01
106,2003,9,2239.0,631.0,363.0,3233,2003-09-01
106,2004,1,1989.0,551.0,274.0,2814,2004-01-01
106,2004,10,2641.0,756.0,285.0,3682,2004-10-01
106,2004,11,2294.0,616.0,272.0,3182,2004-11-01
106,2004,12,1645.0,597.0,281.0,2523,2004-12-01
106,2004,2,2232.0,697.0,357.0,3286,2004-02-01
106,2004,3,2214.0,596.0,309.0,3119,2004-03-01
106,2004,4,1757.0,550.0,431.0,2738,2004-04-01
106,2004,5,1914.0,626.0,363.0,2903,2004-05-01
106,2004,6,1725.0,610.0,408.0,2743,2004-06-01
106,2004,7,1446.0,506.0,308.0,2260,2004-07-01
106,2004,8,1354.0,510.0,329.0,2193,2004-08-01
106,2004,9,2661.0,735.0,451.0,3847,2004-09-01
106,2005,1,1959.0,487.0,338.0,2784,2005-01-01
106,2005,10,2601.0,638.0,399.0,3638,2005-10-01
106,2005,11,2259.0,466.0,304.0,3029,2005-11-01
106,2005,12,2139.0,454.0,250.0,2843,2005-12-01
106,2005,2,2169.0,686.0,346.0,3201,2005-02-01
106,2005,3,1846.0,652.0,296.0,2794,2005-03-01
106,2005,4,2039.0,692.0,316.0,3047,2005-04-01
106,2005,5,1860.0,643.0,410.0,2913,2005-05-01
106,2005,6,1605.0,595.0,303.0,2503,2005-06-01
106,2005,7,1589.0,489.0,310.0,2388,2005-07-01
106,2005,8,1592.0,595.0,357.0,2544,2005-08-01
106,2005,9,2708.0,798.0,427.0,3933,2005-09-01
106,2006,1,1981.0,474.0,251.0,2706,2006-01-01
106,2006,10,2230.0,733.0,378.0,3341,2006-10-01
106,2006,11,2017.0,590.0,273.0,2880,2006-11-01
106,2006,12,1751.0,515.0,303.0,2569,2006-12-01
106,2006,2,2422.0,487.0,262.0,3171,2006-02-01
106,2006,3,2394.0,517.0,301.0,3212,2006-03-01
106,2006,4,1946.0,394.0,264.0,2604,2006-04-01
106,2006,5,2434.0,548.0,253.0,3235,2006-05-01
106,2006,6,1773.0,457.0,390.0,2620,2006-06-01
106,2006,7,1415.0,489.0,268.0,2172,2006-07-01
106,2006,8,1254.0,480.0,332.0,2066,2006-08-01
106,2006,9,2450.0,713.0,272.0,3435,2006-09-01
106,2007,1,1849.0,538.0,186.0,2573,2007-01-01
106,2007,10,2695.0,684.0,422.0,3801,2007-10-01
106,2007,11,2228.0,575.0,354.0,3157,2007-11-01
106,2007,12,1891.0,531.0,320.0,2742,2007-12-01
106,2007,2,2020.0,444.0,220.0,2684,2007-02-01
106,2007,3,2179.0,576.0,282.0,3037,2007-03-01
106,2007,4,1897.0,531.0,321.0,2749,2007-04-01
106,2007,5,2126.0,415.0,304.0,2845,2007-05-01
106,2007,6,1808.0,512.0,377.0,2697,2007-06-01
106,2007,7,1774.0,421.0,406.0,2601,2007-07-01
106,2007,8,1525.0,537.0,433.0,2495,2007-08-01
106,2007,9,2801.0,752.0,406.0,3959,2007-09-01
106,2008,1,2089.0,493.0,376.0,2958,2008-01-01
106,2008,10,2924.0,840.0,471.0,4235,2008-10-01
106,2008,11,2430.0,706.0,408.0,3544,2008-11-01
106,2008,12,1852.0,515.0,369.0,2736,2008-12-01
106,2008,2,2183.0,598.0,419.0,3200,2008-02-01
106,2008,3,2037.0,537.0,313.0,2887,2008-03-01
106,2008,4,2304.0,567.0,466.0,3337,2008-04-01
106,2008,5,2165.0,598.0,389.0,3152,2008-05-01
106,2008,6,1654.0,503.0,381.0,2538,2008-06-01
106,2008,7,1559.0,476.0,424.0,2459,2008-07-01
106,2008,8,1407.0,632.0,451.0,2490,2008-08-01
106,2008,9,2910.0,731.0,476.0,4117,2008-09-01
106,2009,1,2268.0,603.0,364.0,3235,2009-01-01
106,2009,10,2724.0,780.0,384.0,3888,2009-10-01
106,2009,11,2521.0,767.0,399.0,3687,2009-11-01
106,2009,12,1699.0,573.0,307.0,2579,2009-12-01
106,2009,2,2612.0,762.0,415.0,3789,2009-02-01
106,2009,3,2572.0,725.0,378.0,3675,2009-03-01
106,2009,4,2101.0,631.0,410.0,3142,2009-04-01
106,2009,5,2355.0,655.0,384.0,3394,2009-05-01
106,2009,6,1828.0,603.0,507.0,2938,2009-06-01
106,2009,7,1556.0,513.0,471.0,2540,2009-07-01
106,2009,8,1514.0,686.0,387.0,2587,2009-08-01
106,2009,9,2826.0,864.0,405.0,4095,2009-09-01
106,2010,1,2312.0,654.0,325.0,3291,2010-01-01
106,2010,10,2500.0,860.0,410.0,3770,2010-10-01
106,2010,11,2278.0,739.0,372.0,3389,2010-11-01
106,2010,12,1420.0,573.0,340.0,2333,2010-12-01
106,2010,2,2552.0,889.0,351.0,3792,2010-02-01
106,2010,3,2402.0,921.0,314.0,3637,2010-03-01
106,2010,4,2154.0,793.0,312.0,3259,2010-04-01
106,2010,5,2114.0,758.0,381.0,3253,2010-05-01
